% time spent exploring,episodes,mean 100 episode reward,steps
98,100,-989.5,1142
97,200,-989.1,2333
96,300,-988.2,3608
95,400,-989.0,4803
94,500,-988.0,6103
92,600,-988.6,7340
91,700,-988.9,8554
