# {"t_start": 1558584156.513831, "env_id": "DeepCars-v1"} 
r,l,t
6,8,26.889195
6,8,26.93075
16,18,27.023449
13,15,27.099382
16,18,27.193481
15,17,27.281721
11,13,27.349287
6,8,27.391404
6,8,27.434263
11,13,27.503427
6,8,27.544893
9,11,27.601599
14,16,27.685104
6,8,27.727118
13,15,27.803629
10,12,27.863894
11,13,27.929942
24,26,28.061939
22,24,28.183764
14,16,28.265289
7,9,28.311347
6,8,28.353577
7,9,28.400726
6,8,28.443245
9,11,28.50145
6,8,28.544297
20,22,28.659317
7,9,28.708057
13,15,28.789212
12,14,28.863582
7,9,28.911613
12,14,28.985162
12,14,29.056918
6,8,29.098076
7,9,29.144061
13,15,29.220481
10,12,29.28214
7,9,29.327732
11,13,29.392956
6,8,29.434925
9,11,29.49295
7,9,29.539845
7,9,29.586534
6,8,29.628853
14,16,29.712648
6,8,29.754783
8,10,29.806315
11,13,29.87274
15,17,29.958621
13,15,30.033624
13,15,30.106997
6,8,30.146107
12,14,30.2135
6,8,30.252765
6,8,30.293498
7,9,30.338652
22,24,30.45961
6,8,30.50176
15,17,30.591769
16,18,30.688178
14,16,30.773746
18,20,30.881783
7,9,30.929689
10,12,30.993841
10,12,31.056901
16,18,31.150293
10,12,31.212766
13,15,31.291118
10,12,31.352149
16,18,31.443612
13,15,31.5218
11,13,31.588867
19,21,31.695682
7,9,31.741682
27,29,31.889853
13,15,31.968432
14,16,32.052932
14,16,32.139207
14,16,32.225494
8,10,32.279803
9,11,32.338414
7,9,32.385252
17,19,32.475692
28,30,32.617213
9,11,32.667599
26,28,32.794059
10,12,32.848636
10,12,32.903178
16,18,32.990475
8,10,33.041255
7,9,33.087066
6,8,33.128456
8,10,33.180819
7,9,33.228284
10,12,33.291461
14,16,33.37569
7,9,33.423229
11,13,33.491494
11,13,33.560174
11,13,33.628402
15,17,33.716345
7,9,33.762956
6,8,33.804261
10,12,33.866127
7,9,33.911701
9,11,33.966538
10,12,34.025464
17,19,34.120932
8,10,34.169683
12,14,34.238474
8,10,34.288652
7,9,34.333771
9,11,34.389374
7,9,34.435973
6,8,34.477843
6,8,34.519525
7,9,34.566238
11,13,34.6336
7,9,34.680985
8,10,34.7336
8,10,34.7853
9,11,34.845505
6,8,34.888743
15,17,34.980659
9,11,35.039445
15,17,35.130769
30,32,35.29687
8,10,35.348453
6,8,35.391064
25,27,35.533162
12,14,35.60767
14,16,35.692156
10,12,35.755561
12,14,35.828942
10,12,35.890118
8,10,35.94274
8,10,35.995471
6,8,36.037391
12,14,36.109661
13,15,36.187081
6,8,36.229141
11,13,36.297747
7,9,36.345545
34,36,36.53785
13,15,36.617674
8,10,36.670273
11,13,36.7394
11,13,36.807867
7,9,36.855006
14,16,36.93676
8,10,36.989435
6,8,37.031895
6,8,37.074157
6,8,37.116741
9,11,37.17501
10,12,37.237983
8,10,37.290609
17,19,37.39057
7,9,37.438727
18,20,37.542562
8,10,37.594094
9,11,37.65055
9,11,37.70699
14,16,37.786973
9,11,37.841986
7,9,37.883844
22,24,37.999602
8,10,38.049593
18,20,38.150262
13,15,38.227836
10,12,38.289054
14,16,38.370782
9,11,38.426485
22,24,38.547156
7,9,38.592584
8,10,38.642591
11,13,38.707936
6,8,38.74821
7,9,38.794501
10,12,38.859028
9,11,38.918414
7,9,38.966269
7,9,39.014853
7,9,39.063322
7,9,39.111315
16,18,39.204489
20,22,39.31541
13,15,39.391508
8,10,39.443634
6,8,39.48549
11,13,39.553722
6,8,39.595984
7,9,39.643588
9,11,39.699105
10,12,39.760473
15,17,39.848093
6,8,39.889017
8,10,39.940435
11,13,40.007663
7,9,40.055927
8,10,40.109084
8,10,40.16079
9,11,40.216517
15,17,40.300397
12,14,40.372136
8,10,40.424759
8,10,40.476458
34,36,40.664427
6,8,40.706546
13,15,40.785856
10,12,40.848959
35,37,41.038861
6,8,41.080136
9,11,41.136925
19,21,41.245418
9,11,41.303531
11,13,41.371485
10,12,41.43376
6,8,41.474851
6,8,41.515605
11,13,41.583728
6,8,41.625307
6,8,41.666344
11,13,41.732999
16,18,41.825005
8,10,41.875726
21,23,41.991524
8,10,42.040561
17,19,42.133292
16,18,42.222555
29,31,42.385966
9,11,42.444491
7,9,42.493041
14,16,42.577913
11,13,42.646007
25,27,42.790509
11,13,42.861023
13,15,42.941324
8,10,42.995286
9,11,43.053409
6,8,43.095182
10,12,43.158801
11,13,43.228204
7,9,43.276202
6,8,43.318864
12,14,43.393327
8,10,43.446716
8,10,43.499741
10,12,43.56349
7,9,43.610277
14,16,43.694137
10,12,43.755155
25,27,43.894004
20,22,44.008838
6,8,44.049962
10,12,44.113057
7,9,44.160348
17,19,44.258102
18,20,44.359596
11,13,44.425265
6,8,44.466141
11,13,44.53224
8,10,44.583756
9,11,44.639368
10,12,44.699409
12,14,44.769306
10,12,44.829512
24,26,44.959939
37,39,45.164763
7,9,45.213536
10,12,45.278845
11,13,45.348853
8,10,45.402803
16,18,45.499671
10,12,45.563923
8,10,45.615959
11,13,45.68182
6,8,45.722541
9,11,45.778177
7,9,45.82447
8,10,45.876057
6,8,45.917242
7,9,45.961782
14,16,46.039552
7,9,46.08366
13,15,46.157077
8,10,46.206431
14,16,46.286711
14,16,46.367844
12,14,46.437802
11,13,46.50374
15,17,46.591377
20,22,46.703327
6,8,46.74418
7,9,46.791456
6,8,46.8356
6,8,46.878426
7,9,46.927399
7,9,46.976325
17,19,47.077748
10,12,47.142409
9,11,47.201424
12,14,47.275972
10,12,47.339592
16,18,47.435058
6,8,47.477704
13,15,47.55639
9,11,47.61465
7,9,47.662115
6,8,47.704263
10,12,47.767287
9,11,47.825521
21,23,48.463633
13,15,48.549282
8,10,48.600918
15,17,48.687113
6,8,48.729126
13,15,48.808026
9,11,48.865989
12,14,48.936994
7,9,48.982785
9,11,49.039051
14,16,49.120228
25,27,49.256126
14,16,49.339291
7,9,49.386748
12,14,49.459108
7,9,49.505812
32,34,49.685906
10,12,49.747001
6,8,49.788131
8,10,49.838686
15,17,49.923894
16,18,50.013251
10,12,50.073312
16,18,50.163549
9,11,50.218864
6,8,50.260263
36,38,50.452417
9,11,50.507709
15,17,50.59403
14,16,50.674032
9,11,50.730245
6,8,50.772744
18,20,50.879962
6,8,50.922815
21,23,51.046299
17,19,51.146424
21,23,51.268311
11,13,51.336084
9,11,51.393783
10,12,51.457198
20,22,51.571825
6,8,51.614251
7,9,51.661275
7,9,51.708477
8,10,51.76105
12,14,51.832385
8,10,51.883241
9,11,51.939431
12,14,52.010559
7,9,52.056958
13,15,52.133097
6,8,52.174031
9,11,52.23069
6,8,52.271941
10,12,52.334567
14,16,52.413745
8,10,52.459378
21,23,52.560166
17,19,52.643351
9,11,52.692022
17,19,52.778183
11,13,52.837215
9,11,52.887102
9,11,52.937036
6,8,52.972435
8,10,53.016422
14,16,53.086361
13,15,53.152393
15,17,53.229506
7,9,53.270555
7,9,53.311459
9,11,53.361365
6,8,53.39816
12,14,53.461554
13,15,53.529579
20,22,53.628324
13,15,53.692655
6,8,53.727234
7,9,53.76599
15,17,53.838704
17,19,53.919194
13,15,53.979578
23,25,54.079388
23,25,54.179229
7,9,54.21534
19,21,54.299543
27,29,54.415271
16,18,54.484945
12,14,54.538318
18,20,54.614802
12,14,54.670162
7,9,54.706108
7,9,54.742532
20,22,54.832189
7,9,54.869154
18,20,54.951247
6,8,54.984183
8,10,55.025057
18,20,55.105003
7,9,55.143334
20,22,55.244621
13,15,55.31986
10,12,55.380983
14,16,55.463301
23,25,55.592997
8,10,55.645413
13,15,55.723966
16,18,55.815819
6,8,55.856824
9,11,55.912839
7,9,55.958946
16,18,56.049736
19,21,56.156059
8,10,56.20702
17,19,56.303169
29,31,56.458475
8,10,56.508985
7,9,56.554682
6,8,56.595633
17,19,56.691926
10,12,56.753156
11,13,56.818579
12,14,56.891463
35,37,57.077751
14,16,57.15753
11,13,57.222504
17,19,57.316839
15,17,57.403831
8,10,57.455092
9,11,57.512019
9,11,57.569894
11,13,57.637928
10,12,57.700075
16,18,57.788367
47,49,58.038915
16,18,58.129935
21,23,58.245457
6,8,58.286169
7,9,58.332808
10,12,58.392733
11,13,58.45853
13,15,58.536422
9,11,58.59455
11,13,58.662763
21,23,58.780075
11,13,58.84801
6,8,58.88884
14,16,58.971044
13,15,59.047309
20,22,59.158551
21,23,59.272479
17,19,59.369578
7,9,59.417413
11,13,59.486289
10,12,59.550476
9,11,59.608703
13,15,59.702802
8,10,59.756197
13,15,59.836416
26,28,59.985841
12,14,60.061399
18,20,60.169312
6,8,60.212743
14,16,60.298828
6,8,60.342176
10,12,60.406868
7,9,60.455501
10,12,60.520172
12,14,60.594103
6,8,60.636279
17,19,60.736658
26,28,60.884916
17,19,60.984735
19,21,61.094757
16,18,61.186671
18,20,61.287028
9,11,61.343094
20,22,61.452949
8,10,61.503179
6,8,61.543366
12,14,61.614591
8,10,61.666241
6,8,61.707033
6,8,61.747966
13,15,61.825757
8,10,61.878412
15,17,61.964583
7,9,62.009367
13,15,62.084094
8,10,62.132399
16,18,62.218457
6,8,62.257531
12,14,62.326797
11,13,62.392902
6,8,62.433908
10,12,62.495457
19,21,62.605695
7,9,62.654549
6,8,62.699022
29,31,62.86522
17,19,62.964064
13,15,63.040905
13,15,63.119395
9,11,63.176969
9,11,63.235428
6,8,63.277771
28,30,63.43152
15,17,63.520862
34,36,63.706872
9,11,63.762443
7,9,63.808021
12,14,63.880343
12,14,63.95375
12,14,64.027056
13,15,64.105694
11,13,64.173737
8,10,64.226093
13,15,64.302406
20,22,64.413574
6,8,64.45396
10,12,64.514426
12,14,64.584579
12,14,64.655554
13,15,64.730777
11,13,64.796919
10,12,64.857991
7,9,64.903652
7,9,64.94867
20,22,65.061836
14,16,65.145476
7,9,65.192988
12,14,65.26618
16,18,65.359948
20,22,65.473316
11,13,65.539746
6,8,65.580088
18,20,65.680925
7,9,65.727637
26,28,65.873446
9,11,65.930726
18,20,66.029611
20,22,66.137432
8,10,66.187106
19,21,66.293171
24,26,66.428428
15,17,66.517236
10,12,66.579071
10,12,66.639874
12,14,66.710136
15,17,66.797226
7,9,66.844694
19,21,66.954674
19,21,67.063752
8,10,67.117412
24,26,67.255238
11,13,67.323048
14,16,67.404478
15,17,67.490836
6,8,67.53069
7,9,67.575851
12,14,67.649012
9,11,67.7063
20,22,67.818725
22,24,67.943169
6,8,67.984844
9,11,68.04127
22,24,68.164851
20,22,68.27655
11,13,68.341686
9,11,68.399346
11,13,68.467276
10,12,68.528921
9,11,68.585037
15,17,68.670604
16,18,68.760595
9,11,68.815356
6,8,68.85607
16,18,68.947283
12,14,69.019996
7,9,69.066974
13,15,69.14533
15,17,69.234344
25,27,69.374762
9,11,69.430814
7,9,69.476564
7,9,69.522985
7,9,69.569165
7,9,69.61642
13,15,69.698688
60,62,70.010816
14,16,70.091625
20,22,70.202452
9,11,70.257595
32,34,70.430219
16,18,70.522712
12,14,70.594086
10,12,70.654479
47,49,70.906057
11,13,70.975469
36,38,71.174892
35,37,71.367194
9,11,71.422472
11,13,71.487939
7,9,71.533996
23,25,71.658685
20,22,71.770019
11,13,71.835972
9,11,71.89195
15,17,71.980174
8,10,72.032122
31,33,72.201838
6,8,72.242839
33,35,72.419716
14,16,72.500808
14,16,72.581785
9,11,72.636385
8,10,72.686428
7,9,72.730964
18,20,72.832071
29,31,73.003899
12,14,73.074849
8,10,73.125943
7,9,73.172121
8,10,73.224101
11,13,73.289976
11,13,73.357551
12,14,73.429482
13,15,73.506881
11,13,73.57287
17,19,73.667433
10,12,73.727903
9,11,73.784951
20,22,73.897575
6,8,73.937513
19,21,74.04127
7,9,74.084932
10,12,74.143435
27,29,74.285903
6,8,74.323986
8,10,74.371323
40,42,74.57648
8,10,74.625554
7,9,74.67099
11,13,74.737074
11,13,74.804237
38,40,75.016723
18,20,75.122399
8,10,75.17512
33,35,75.357375
14,16,75.439095
10,12,75.501274
20,22,75.614936
10,12,75.67704
14,16,75.76078
11,13,75.828811
12,14,75.90184
12,14,75.972659
17,19,76.069092
18,20,76.170019
12,14,76.240982
7,9,76.286859
22,24,76.409306
31,33,76.578966
30,32,76.739766
29,31,76.895662
7,9,76.940806
17,19,77.037171
9,11,77.094775
10,12,77.157429
8,10,77.209764
6,8,77.252023
7,9,77.298928
14,16,77.381989
7,9,77.427874
12,14,77.49913
7,9,77.544833
12,14,77.616248
8,10,77.66829
11,13,77.735928
6,8,77.777191
9,11,77.832636
16,18,77.92262
30,32,78.080569
13,15,78.15349
41,43,78.368912
6,8,78.409687
12,14,78.479469
30,32,78.641197
50,52,78.910539
9,11,78.969471
13,15,79.049006
10,12,79.112288
9,11,79.170461
13,15,79.249771
10,12,79.313156
14,16,79.396408
23,25,79.526401
20,22,79.643667
26,28,79.793373
6,8,79.836541
16,18,79.932904
11,13,80.002363
8,10,80.053779
22,24,80.176424
8,10,80.226719
6,8,80.266691
9,11,80.322604
16,18,80.413945
12,14,80.485873
22,24,80.609861
8,10,80.661951
13,15,80.73888
6,8,80.780437
19,21,80.885536
11,13,80.950898
9,11,81.008019
9,11,81.065136
20,22,81.176762
51,53,81.442966
20,22,81.555073
8,10,81.606023
7,9,81.652067
26,28,81.790198
12,14,81.859773
8,10,81.91042
6,8,81.950593
14,16,82.030492
8,10,82.080498
11,13,82.145524
17,19,82.24053
7,9,82.285502
7,9,82.330633
18,20,82.428422
7,9,82.471945
9,11,82.5249
24,26,82.654094
21,23,82.776007
7,9,82.825954
11,13,82.898197
6,8,82.94276
16,18,83.035616
10,12,83.093431
10,12,83.152841
7,9,83.197454
10,12,83.258044
17,19,83.35499
39,41,83.567444
7,9,83.614032
15,17,83.701985
28,30,83.860216
7,9,83.908219
11,13,83.977391
22,24,84.104249
13,15,84.183716
8,10,84.236532
6,8,84.279403
10,12,84.343142
15,17,84.432122
10,12,84.492086
18,20,84.592906
33,35,84.772219
13,15,84.849869
15,17,84.93683
17,19,85.037365
32,34,85.217041
8,10,85.26984
13,15,85.3493
20,22,85.462855
11,13,85.528673
21,23,85.644815
18,20,85.745429
36,38,85.943907
30,32,86.101586
6,8,86.141947
12,14,86.211969
15,17,86.297715
19,21,86.406004
8,10,86.45821
22,24,86.583398
11,13,86.652137
16,18,86.745266
13,15,86.82335
12,14,86.895941
22,24,87.017873
16,18,87.108981
13,15,87.184606
14,16,87.268836
15,17,87.357574
9,11,87.41455
11,13,87.482289
32,34,87.661197
23,25,87.79132
28,30,87.94614
18,20,88.049388
18,20,88.153257
11,13,88.22221
53,55,88.511753
20,22,88.627971
29,31,88.786561
22,24,88.907942
8,10,88.959761
8,10,89.011805
14,16,89.093021
8,10,89.144754
18,20,89.250192
16,18,89.345742
7,9,89.39377
10,12,89.457407
7,9,89.505286
13,15,89.584781
26,28,89.732795
8,10,89.785906
30,32,89.954788
25,27,90.089512
8,10,90.138645
20,22,90.244713
36,38,90.435442
18,20,90.536239
32,34,90.706442
10,12,90.766551
15,17,90.853105
13,15,90.930256
39,41,91.142805
12,14,91.218124
6,8,91.26068
32,34,91.440407
37,39,91.648387
14,16,91.736204
8,10,91.789557
6,8,91.832412
33,35,92.019802
32,34,92.204342
15,17,92.296762
15,17,92.389086
33,35,92.577904
47,49,92.834993
20,22,92.94762
7,9,92.995402
17,19,93.096811
28,30,93.254023
10,12,93.316995
21,23,93.436204
20,22,93.549199
14,16,93.632012
29,31,93.908374
11,13,93.978939
33,35,94.152529
29,31,94.308976
29,31,94.466148
9,11,94.52181
19,21,94.630601
39,41,94.849281
40,42,95.075957
13,15,95.155072
12,14,95.227593
12,14,95.29977
9,11,95.35561
14,16,95.435484
20,22,95.543283
28,30,95.695834
25,27,95.832897
8,10,95.883716
8,10,95.933451
6,8,95.973555
23,25,96.097978
16,18,96.191109
13,15,96.269867
14,16,96.353303
10,12,96.416476
19,21,96.521959
13,15,96.59993
19,21,96.7058
24,26,96.841088
16,18,96.932854
11,13,96.998845
8,10,97.050784
21,23,97.170384
11,13,97.238212
10,12,97.299376
16,18,97.390205
9,11,97.446741
16,18,97.537646
15,17,97.623844
21,23,97.73941
9,11,97.793484
13,15,97.868484
54,56,98.149162
36,38,98.340904
10,12,98.400064
22,24,98.518245
22,24,98.640229
15,17,98.726799
22,24,98.847935
6,8,98.888772
13,15,98.966281
15,17,99.052099
12,14,99.122454
23,25,99.247303
25,27,99.404755
13,15,99.484418
18,20,99.586533
8,10,99.636635
8,10,99.686998
18,20,99.788335
18,20,99.884575
9,11,99.936618
6,8,99.974735
12,14,100.043464
11,13,100.108954
6,8,100.150928
74,76,100.541543
22,24,100.666579
16,18,100.757812
12,14,100.827649
9,11,100.883279
12,14,100.953965
12,14,101.024517
13,15,101.102814
9,11,101.160007
8,10,101.210953
6,8,101.251869
23,25,101.381221
8,10,101.433263
42,44,101.654174
24,26,101.784561
70,72,102.125293
19,21,102.227489
48,50,102.482848
12,14,102.555305
10,12,102.617474
7,9,102.664712
14,16,102.748932
16,18,102.844974
8,10,102.898683
38,40,103.103269
33,35,103.286427
8,10,103.337282
69,71,103.701175
13,15,103.779147
7,9,103.826023
20,22,103.940109
27,29,104.085804
14,16,104.167067
13,15,104.242822
6,8,104.28339
68,70,104.633716
8,10,104.684868
10,12,104.745881
8,10,104.797101
19,21,104.90514
18,20,105.007375
25,27,105.147437
21,23,105.266791
42,44,105.489866
30,32,105.655182
27,29,105.805847
11,13,105.873004
20,22,105.982002
14,16,106.061668
16,18,106.152482
47,49,106.398822
7,9,106.445334
46,48,106.690881
9,11,106.748385
19,21,106.858183
18,20,106.962472
15,17,107.048163
14,16,107.128474
24,26,107.26017
21,23,107.377645
23,25,107.502632
13,15,107.578897
16,18,107.672059
59,61,107.980548
27,29,108.12543
6,8,108.166071
8,10,108.217028
8,10,108.267834
11,13,108.334771
30,32,108.498979
6,8,108.539905
62,64,108.86793
19,21,108.974477
35,37,109.166075
10,12,109.228398
22,24,109.354066
9,11,109.410632
10,12,109.471403
10,12,109.530685
12,14,109.603266
61,63,109.915604
37,39,110.1053
22,24,110.221373
8,10,110.27171
30,32,110.435031
66,68,110.778504
24,26,110.91125
21,23,111.024994
28,30,111.177236
12,14,111.247959
69,71,111.604612
37,39,111.800734
14,16,111.881852
17,19,111.978001
22,24,112.099865
44,46,112.331791
13,15,112.408694
19,21,112.517824
6,8,112.559812
47,49,112.808904
11,13,112.874803
8,10,112.925847
9,11,112.981838
87,89,113.448357
20,22,113.55805
48,50,113.807444
16,18,113.897794
39,41,114.103658
8,10,114.154379
13,15,114.231441
8,10,114.284854
46,48,114.532947
17,19,114.627257
34,36,114.808279
11,13,114.875444
58,60,115.180694
78,80,115.581354
9,11,115.636378
19,21,115.742245
44,46,115.975361
31,33,116.14186
23,25,116.268151
33,35,116.44282
19,21,116.55197
6,8,116.594824
21,23,116.715061
12,14,116.78777
23,25,116.915533
19,21,117.025338
14,16,117.1111
36,38,117.313846
21,23,117.437114
7,9,117.485195
45,47,117.720662
28,30,117.872037
47,49,118.112463
39,41,118.315786
29,31,118.473823
6,8,118.515139
37,39,118.71301
7,9,118.759148
7,9,118.806915
28,30,118.968424
25,27,119.108005
7,9,119.153944
45,47,119.388502
17,19,119.488353
7,9,119.535374
23,25,119.664731
16,18,119.75861
34,36,119.944994
29,31,120.104911
15,17,120.192031
105,107,120.729033
88,90,121.191315
