% time spent exploring,episodes,mean 100 episode reward,steps
96,100,9.8,1163
92,200,10.5,2410
88,300,10.1,3617
84,400,10.8,4897
79,500,11.3,6224
75,600,11.2,7543
70,700,12.2,8967
