# {"t_start": 1558060693.338981, "env_id": "DeepCars-v0"} 
r,l,t
8,10,11.353637
8,10,11.413982
7,9,11.468893
9,11,11.536493
8,10,11.596438
6,8,11.646535
6,8,11.694261
6,8,11.743142
9,11,11.810094
8,10,11.869273
8,10,11.92942
10,12,12.00154
16,18,12.117418
7,9,12.172243
12,14,12.256513
10,12,12.328027
9,11,12.39353
10,12,12.464191
6,8,12.512474
7,9,12.566008
7,9,12.620713
7,9,12.675105
10,12,12.745742
8,10,12.804965
10,12,12.876801
14,16,12.972564
7,9,13.026542
6,8,13.074375
19,21,13.198869
15,17,13.300006
8,10,13.359518
18,20,13.477237
6,8,13.52563
6,8,13.573453
8,10,13.632413
6,8,13.680669
7,9,13.734592
15,17,13.835244
27,29,14.006081
7,9,14.060011
16,18,14.171365
11,13,14.250303
6,8,14.297464
10,12,14.368169
9,11,14.434442
7,9,14.487941
13,15,14.576634
14,16,14.671519
13,15,14.761066
7,9,14.814297
7,9,14.867306
12,14,14.950112
11,13,15.027253
10,12,15.099248
16,18,15.206434
9,11,15.272914
28,30,15.450957
6,8,15.500875
20,22,15.631411
7,9,15.685282
6,8,15.732408
6,8,15.780358
6,8,15.828171
6,8,15.875774
11,13,15.953122
9,11,16.01859
7,9,16.072542
6,8,16.120396
6,8,16.168051
6,8,16.215605
6,8,16.264367
6,8,16.313787
8,10,16.373877
7,9,16.427577
7,9,16.482686
9,11,16.549455
7,9,16.603066
11,13,16.681361
8,10,16.742637
6,8,16.791526
15,17,16.892966
6,8,16.940468
11,13,17.017027
8,10,17.075523
6,8,17.123584
11,13,17.200642
6,8,17.253913
7,9,17.308892
13,15,17.398688
6,8,17.44638
13,15,17.536442
7,9,17.590263
6,8,17.637972
7,9,17.691781
8,10,17.750439
10,12,17.82071
11,13,17.896916
8,10,17.956527
7,9,18.010112
8,10,18.069117
7,9,18.122498
7,9,18.175928
6,8,18.223834
15,17,18.324594
9,11,18.390369
9,11,18.461893
14,16,18.559533
18,20,18.680167
12,14,18.76305
7,9,18.817254
6,8,18.865185
6,8,18.912435
10,12,18.984199
11,13,19.062473
7,9,19.117344
15,17,19.220167
17,19,19.333169
8,10,19.393274
8,10,19.453184
24,26,19.610406
6,8,19.659959
8,10,19.720784
9,11,19.787359
7,9,19.84222
11,13,19.920074
14,16,20.015512
13,15,20.105434
9,11,20.17176
8,10,20.232329
7,9,20.286642
14,16,20.382271
15,17,20.483404
16,18,20.590305
9,11,20.656504
14,16,20.752052
13,15,20.841546
16,18,20.949023
8,10,21.009183
8,10,21.06943
9,11,21.135098
14,16,21.230051
11,13,21.307336
7,9,21.36129
8,10,21.421925
7,9,21.47535
8,10,21.534772
27,29,21.707846
6,8,21.755779
12,14,21.842008
9,11,21.907849
6,8,21.956415
8,10,22.01696
9,11,22.083539
7,9,22.136662
13,15,22.234033
18,20,22.35365
6,8,22.402523
18,20,22.522988
8,10,22.583259
11,13,22.662051
14,16,22.757117
8,10,22.817095
7,9,22.87117
12,14,22.954944
8,10,23.013379
17,19,23.126577
16,18,23.233974
7,9,23.288069
21,23,23.426216
12,14,23.510312
17,19,23.625549
6,8,23.674713
11,13,23.754346
7,9,23.808834
6,8,23.857049
11,13,23.93556
12,14,24.020652
6,8,24.069422
18,20,24.189365
6,8,24.237457
19,21,24.362532
16,18,24.469618
7,9,24.524509
6,8,24.573019
7,9,24.626673
6,8,24.675166
8,10,24.735121
8,10,24.794819
8,10,24.854334
11,13,24.932545
7,9,24.986582
10,12,25.058402
11,13,25.136462
7,9,25.191233
6,8,25.240133
9,11,25.306872
6,8,25.355197
12,14,25.438663
18,20,25.558281
7,9,25.612498
23,25,25.760481
6,8,25.808476
7,9,25.862267
7,9,25.916575
7,9,25.97048
9,11,26.036715
23,25,26.187404
15,17,26.290521
10,12,26.362638
14,16,26.458347
10,12,26.531153
16,18,26.63794
6,8,26.685613
12,14,26.767749
16,18,26.874365
16,18,26.983178
12,14,27.067469
34,36,27.28371
8,10,27.344361
20,22,27.477021
7,9,27.531366
12,14,27.616781
11,13,27.6951
7,9,27.749629
7,9,27.803675
6,8,27.85209
7,9,27.907107
6,8,27.95703
9,11,28.023675
16,18,28.132457
8,10,28.192376
7,9,28.246214
17,19,28.358901
9,11,28.423981
7,9,28.4834
13,15,28.573198
6,8,28.621084
11,13,28.699436
10,12,28.772193
6,8,28.819914
11,13,28.897219
11,13,28.975251
7,9,29.028713
15,17,29.130373
8,10,29.191278
15,17,29.293211
16,18,29.401436
10,12,29.473657
19,21,29.598833
7,9,29.653168
12,14,29.736707
7,9,29.791041
8,10,29.851361
8,10,29.911052
6,8,29.959242
6,8,30.015895
13,15,30.106619
6,8,30.155102
17,19,30.269279
9,11,30.336679
9,11,30.403399
8,10,30.463477
13,15,30.553167
18,20,30.673618
7,9,30.727391
8,10,30.787992
9,11,30.853392
15,17,30.955302
6,8,31.002333
16,18,31.110115
9,11,31.176367
21,23,31.314547
7,9,31.369738
8,10,31.430058
11,13,31.509589
11,13,31.587801
9,11,31.655305
7,9,31.710671
9,11,31.77708
6,8,31.825392
16,18,31.934753
9,11,32.001414
19,21,32.129511
19,21,32.255634
9,11,32.320781
6,8,32.36949
6,8,32.417611
6,8,32.466082
8,10,32.525736
8,10,32.58624
15,17,32.687219
7,9,32.741709
6,8,32.790481
8,10,32.850888
13,15,32.941098
6,8,32.989305
10,12,33.061443
10,12,33.133281
11,13,33.210488
13,15,33.300278
10,12,33.373273
9,11,33.439022
6,8,33.486461
6,8,33.534093
7,9,33.588255
9,11,33.655375
12,14,33.738407
6,8,33.78649
11,13,33.865388
11,13,33.942472
10,12,34.014441
11,13,34.092613
10,12,34.164701
9,11,34.231576
7,9,34.286392
22,24,34.430398
15,17,34.532043
7,9,34.586236
14,16,34.68251
7,9,34.736396
22,24,34.879243
6,8,34.927557
7,9,34.982044
14,16,35.0783
7,9,35.132152
8,10,35.192747
18,20,35.314126
8,10,35.375519
6,8,35.423337
14,16,35.522396
14,16,35.619814
7,9,35.674834
10,12,35.747884
8,10,35.809664
11,13,35.88743
11,13,35.966435
6,8,36.015535
8,10,36.075583
12,14,36.159607
8,10,36.219717
11,13,36.297113
14,16,36.392515
11,13,36.4705
20,22,36.601501
11,13,36.680014
20,22,36.811426
10,12,36.883386
7,9,36.937025
7,9,36.991487
9,11,37.059009
16,18,37.168266
15,17,37.26901
21,23,37.406122
14,16,37.501726
43,45,37.769311
10,12,37.84134
11,13,37.919389
6,8,37.967211
24,26,38.122136
10,12,38.194204
12,14,38.278529
7,9,38.332096
10,12,38.403696
8,10,38.467624
8,10,38.528232
10,12,38.600125
11,13,38.67824
8,10,38.738135
9,11,38.804305
7,9,38.857166
6,8,38.904951
10,12,38.977086
7,9,39.030393
17,19,39.145224
13,15,39.234681
17,19,39.349875
6,8,39.398494
7,9,39.4525
8,10,39.514397
6,8,39.5626
17,19,39.678955
30,32,39.872492
10,12,39.944716
6,8,39.993081
14,16,40.089787
7,9,40.144011
10,12,40.215387
7,9,40.270087
9,11,40.336887
25,27,40.498049
6,8,40.54655
6,8,40.59513
22,24,40.737881
15,17,40.839355
6,8,40.88711
28,30,41.067237
6,8,41.116335
6,8,41.163569
24,26,41.318565
7,9,41.37303
7,9,41.42991
11,13,41.509677
11,13,41.588748
8,10,41.649467
6,8,41.698196
9,11,41.764279
9,11,41.830243
18,20,41.950399
8,10,42.01044
7,9,42.066137
8,10,42.126542
8,10,42.188494
16,18,42.301165
8,10,42.361986
8,10,42.422621
13,15,42.524548
7,9,42.579682
9,11,42.646886
19,21,42.7731
8,10,42.832441
7,9,42.885646
6,8,42.934108
6,8,42.982467
7,9,43.036088
10,12,43.108141
10,12,43.180081
8,10,43.240485
9,11,43.308095
7,9,43.363701
13,15,43.455114
39,41,43.703703
15,17,43.807128
13,15,43.897546
21,23,44.035583
6,8,44.084036
15,17,44.186594
21,23,44.324433
6,8,44.372515
15,17,44.474237
7,9,44.528182
11,13,44.605546
13,15,44.696154
8,10,44.756103
7,9,44.810158
9,11,44.876189
8,10,44.93576
10,12,45.007989
10,12,45.080161
32,34,45.284084
12,14,45.370087
12,14,45.454588
16,18,45.562516
10,12,45.633933
16,18,45.74236
27,29,45.915153
15,17,46.015784
7,9,46.070366
7,9,46.124294
8,10,46.184413
6,8,46.232
6,8,46.279647
6,8,46.328501
30,32,46.518237
16,18,46.626416
14,16,46.722077
11,13,46.799481
6,8,46.848027
8,10,46.908063
6,8,46.956064
6,8,47.004141
6,8,47.052497
8,10,47.112458
12,14,47.196292
8,10,47.256286
17,19,47.372505
6,8,47.421036
10,12,47.493963
14,16,47.591671
6,8,47.641609
10,12,47.714252
7,9,47.769987
13,15,47.860469
16,18,47.96875
14,16,48.06557
32,34,48.269488
8,10,48.330266
8,10,48.390411
6,8,48.438947
17,19,48.566812
9,11,48.633775
25,27,48.797495
6,8,48.846539
7,9,48.901524
7,9,48.956543
6,8,49.005395
11,13,49.084553
20,22,49.217623
14,16,49.315459
21,23,49.455173
14,16,49.551908
18,20,49.673784
9,11,49.740573
7,9,49.795835
12,14,49.880549
12,14,49.965532
8,10,50.026675
9,11,50.093693
36,38,50.327272
10,12,50.40195
9,11,50.469856
7,9,50.525135
9,11,50.592762
11,13,50.672578
7,9,50.727272
6,8,50.776426
7,9,50.831382
16,18,50.941146
8,10,51.002506
7,9,51.056855
7,9,51.111469
12,14,51.196616
10,12,51.27105
9,11,51.338249
7,9,51.394713
9,11,51.462628
13,15,51.556587
11,13,51.636827
11,13,51.716954
10,12,51.792865
9,11,51.861417
9,11,51.930441
10,12,52.003822
7,9,52.058814
6,8,52.10753
11,13,52.186798
7,9,52.241759
13,15,52.33358
6,8,52.382752
11,13,52.464379
12,14,52.551557
10,12,52.625457
14,16,52.722628
7,9,52.777427
7,9,52.832638
10,12,52.905805
16,18,53.014788
7,9,53.070371
37,39,53.307233
8,10,53.367367
12,14,53.452984
20,22,53.586673
7,9,53.641296
16,18,53.750756
6,8,53.799707
13,15,53.89077
8,10,53.952768
9,11,54.019819
10,12,54.092796
6,8,54.141936
12,14,54.226801
13,15,54.318667
6,8,54.368278
9,11,54.436141
9,11,54.502959
12,14,54.58831
12,14,54.674417
6,8,54.723582
9,11,54.790464
9,11,54.857493
6,8,54.906535
10,12,54.978599
29,31,55.166572
26,28,55.339071
6,8,55.389185
6,8,55.43957
7,9,55.49601
6,8,55.546659
10,12,55.622018
9,11,55.691071
10,12,55.766079
6,8,55.816754
13,15,55.910229
19,21,56.038581
7,9,56.093824
6,8,56.142844
6,8,56.193925
16,18,56.306883
6,8,56.35603
6,8,56.405613
12,14,56.490867
8,10,56.552362
8,10,56.612844
8,10,56.673483
8,10,56.734287
9,11,56.800582
9,11,56.867436
7,9,56.922516
9,11,56.989439
15,17,57.092658
6,8,57.141344
15,17,57.244819
6,8,57.294125
6,8,57.343722
14,16,57.440555
8,10,57.501765
7,9,57.556671
6,8,57.605383
11,13,57.685582
8,10,57.748561
6,8,57.79771
7,9,57.853822
10,12,58.259707
8,10,58.322728
24,26,58.488413
8,10,58.550985
10,12,58.62405
16,18,58.734196
6,8,58.782549
18,20,58.902508
14,16,58.999429
7,9,59.065765
6,8,59.114892
12,14,59.200749
6,8,59.250004
8,10,59.311514
24,26,59.473873
31,33,59.678678
24,26,59.839356
10,12,59.912724
9,11,59.980237
9,11,60.049242
11,13,60.12908
9,11,60.195865
38,40,60.43657
8,10,60.497326
32,34,60.702731
8,10,60.763714
27,29,60.938254
19,21,61.065305
19,21,61.192172
7,9,61.246564
17,19,61.362622
8,10,61.423516
13,15,61.513274
10,12,61.586561
9,11,61.652966
7,9,61.707947
7,9,61.762467
13,15,61.853566
23,25,62.003533
15,17,62.1066
10,12,62.179814
11,13,62.258231
7,9,62.313214
8,10,62.374561
14,16,62.472193
9,11,62.538505
10,12,62.611543
10,12,62.684416
9,11,62.751029
36,38,62.979731
21,23,63.118502
7,9,63.173534
8,10,63.234836
17,19,63.350454
9,11,63.418174
9,11,63.485946
8,10,63.547086
29,31,63.736837
7,9,63.792882
9,11,63.859552
10,12,63.933489
15,17,64.036437
6,8,64.085531
9,11,64.1526
20,22,64.286671
22,24,64.431639
8,10,64.49248
16,18,64.601191
10,12,64.674751
8,10,64.735506
6,8,64.784651
8,10,64.8454
11,13,64.924529
10,12,64.996687
10,12,65.069447
10,12,65.142864
8,10,65.203926
9,11,65.27054
6,8,65.319876
11,13,65.398545
6,8,65.446487
6,8,65.494666
15,17,65.597516
7,9,65.652589
20,22,65.785409
9,11,65.852511
17,19,65.967368
6,8,66.016304
12,14,66.100553
6,8,66.149516
14,16,66.246401
6,8,66.295462
17,19,66.410788
10,12,66.484013
14,16,66.581406
10,12,66.653631
11,13,66.73234
8,10,66.793213
6,8,66.841152
9,11,66.908303
8,10,66.969938
8,10,67.031399
11,13,67.111285
15,17,67.215694
7,9,67.271298
7,9,67.326464
12,14,67.412838
9,11,67.48136
11,13,67.562041
39,41,67.810735
20,22,67.943553
9,11,68.009618
11,13,68.087494
11,13,68.166457
20,22,68.298273
8,10,68.358215
17,19,68.470593
14,16,68.565803
8,10,68.625512
16,18,68.731975
9,11,68.79737
9,11,68.862181
15,17,68.963194
11,13,69.039936
11,13,69.117451
12,14,69.200782
13,15,69.290388
9,11,69.355396
12,14,69.439074
10,12,69.510217
9,11,69.575849
11,13,69.653496
10,12,69.724217
24,26,69.877623
7,9,69.932212
7,9,69.98569
10,12,70.056737
11,13,70.134352
14,16,70.229893
8,10,70.290699
16,18,70.399124
6,8,70.447109
10,12,70.5189
12,14,70.603274
8,10,70.662463
31,33,70.859206
30,32,71.049401
9,11,71.114285
6,8,71.162127
6,8,71.210124
7,9,71.263963
8,10,71.323459
9,11,71.390619
11,13,71.470078
7,9,71.525842
12,14,71.60942
7,9,71.664302
7,9,71.71926
12,14,71.802404
13,15,71.892562
11,13,71.971449
8,10,72.032021
7,9,72.086512
13,15,72.176134
33,35,72.383849
6,8,72.431975
10,12,72.503847
11,13,72.580791
9,11,72.64661
7,9,72.700344
8,10,72.759492
10,12,72.830512
6,8,72.877464
13,15,72.966699
7,9,73.020346
6,8,73.068292
23,25,73.215249
25,27,73.375015
12,14,73.457994
6,8,73.505735
6,8,73.553053
11,13,73.629997
15,17,73.730893
11,13,73.807908
8,10,73.867462
31,33,74.062488
16,18,74.169541
8,10,74.229527
16,18,74.336171
7,9,74.389986
12,14,74.473684
12,14,74.558596
10,12,74.630255
14,16,74.726251
7,9,74.77969
15,17,74.879691
10,12,74.950188
16,18,75.058082
8,10,75.116339
23,25,75.266581
6,8,75.314719
7,9,75.370085
18,20,75.490695
24,26,75.648237
16,18,75.7575
26,28,75.925463
8,10,75.985711
7,9,76.040408
21,23,76.17752
6,8,76.225646
6,8,76.273521
24,26,76.426872
9,11,76.490774
16,18,76.595712
7,9,76.64949
6,8,76.697364
7,9,76.751174
13,15,76.83992
7,9,76.893441
10,12,76.965005
6,8,77.013082
20,22,77.148051
6,8,77.198039
14,16,77.295548
15,17,77.396497
7,9,77.450447
7,9,77.504054
9,11,77.570066
29,31,77.754492
10,12,77.826368
8,10,77.886194
12,14,77.969089
19,21,78.095291
9,11,78.16145
16,18,78.269488
11,13,78.348063
6,8,78.39614
7,9,78.449628
16,18,78.562593
6,8,78.611474
9,11,78.67831
9,11,78.742965
10,12,78.814429
6,8,78.861163
6,8,78.908117
13,15,78.998341
8,10,79.059597
7,9,79.112982
9,11,79.179384
7,9,79.23444
10,12,79.307431
11,13,79.386601
13,15,79.477541
14,16,79.575529
11,13,79.654157
8,10,79.71401
6,8,79.761855
13,15,79.851178
13,15,79.939494
7,9,79.992746
18,20,80.111974
11,13,80.188873
9,11,80.254473
7,9,80.308461
34,36,80.525887
7,9,80.579679
11,13,80.658454
16,18,80.765361
19,21,80.889853
7,9,80.942433
11,13,81.019923
12,14,81.104137
6,8,81.151247
14,16,81.246433
12,14,81.329999
7,9,81.384439
10,12,81.456545
22,24,81.599897
7,9,81.653915
6,8,81.701571
9,11,81.768099
9,11,81.834193
7,9,81.888168
13,15,81.978095
27,29,82.152517
15,17,82.254246
18,20,82.374571
8,10,82.435432
7,9,82.490011
16,18,82.598078
14,16,82.694293
13,15,82.784282
9,11,82.851439
7,9,82.905394
8,10,82.964511
11,13,83.042501
7,9,83.095261
8,10,83.155385
8,10,83.21504
20,22,83.348722
40,42,83.605465
10,12,83.678777
15,17,83.782829
10,12,83.855235
19,21,83.981488
6,8,84.030027
10,12,84.102113
14,16,84.198485
6,8,84.247292
9,11,84.31435
13,15,84.405805
7,9,84.460517
7,9,84.515201
19,21,84.642718
17,19,84.755902
31,33,84.953449
22,24,85.097005
11,13,85.175148
22,24,85.31847
12,14,85.404191
12,14,85.489335
9,11,85.556312
6,8,85.604933
9,11,85.671407
7,9,85.726132
31,33,85.923727
14,16,86.018658
16,18,86.126451
7,9,86.180234
37,39,86.413046
18,20,86.532735
7,9,86.587147
12,14,86.670658
6,8,86.719417
12,14,86.802399
6,8,86.850017
7,9,86.903597
10,12,86.975216
9,11,87.041487
10,12,87.113696
6,8,87.161004
12,14,87.245394
14,16,87.342386
12,14,87.427919
9,11,87.496952
25,27,87.660213
7,9,87.714676
18,20,87.835531
7,9,87.890558
16,18,87.999546
6,8,88.047455
7,9,88.102473
21,23,88.240274
6,8,88.288535
13,15,88.379367
12,14,88.463197
7,9,88.51722
7,9,88.571349
21,23,88.708457
13,15,88.798123
14,16,88.89395
7,9,88.94812
10,12,89.020462
10,12,89.09268
7,9,89.146389
8,10,89.206231
8,10,89.266072
21,23,89.403559
8,10,89.463258
17,19,89.576566
16,18,89.683656
13,15,89.772509
17,19,89.886395
7,9,89.940513
11,13,90.019745
13,15,90.109103
7,9,90.163396
16,18,90.272058
6,8,90.32059
9,11,90.387108
15,17,90.489134
25,27,90.653114
15,17,90.755207
7,9,90.809153
15,17,90.911185
6,8,90.959169
7,9,91.012431
24,26,91.177078
6,8,91.225565
7,9,91.280686
11,13,91.360639
8,10,91.421961
19,21,91.551599
13,15,91.643819
7,9,91.698617
6,8,91.747715
6,8,91.796656
27,29,91.972755
7,9,92.027015
15,17,92.130141
10,12,92.202505
15,17,92.306936
7,9,92.361974
13,15,92.451285
6,8,92.499887
14,16,92.594182
16,18,92.701841
18,20,92.821076
17,19,92.934295
9,11,93.000033
11,13,93.077352
20,22,93.208475
6,8,93.25678
10,12,93.329381
7,9,93.383554
23,25,93.532097
7,9,93.585768
10,12,93.657409
9,11,93.723359
18,20,93.843298
10,12,93.915339
21,23,94.054244
6,8,94.102425
8,10,94.162287
8,10,94.2225
17,19,94.336351
9,11,94.402509
9,11,94.468487
6,8,94.51649
42,44,94.779195
29,31,94.963788
6,8,95.011372
7,9,95.064569
6,8,95.113065
7,9,95.167212
7,9,95.221297
9,11,95.287992
23,25,95.438338
11,13,95.518967
9,11,95.585442
18,20,95.706924
11,13,95.785012
14,16,95.88136
14,16,95.978529
24,26,96.134495
7,9,96.189524
13,15,96.280593
10,12,96.353025
8,10,96.412366
8,10,96.47236
26,28,96.638602
9,11,96.703677
27,29,96.875947
7,9,96.930286
16,18,97.038284
7,9,97.093438
9,11,97.159143
12,14,97.242449
21,23,97.379558
19,21,97.505426
26,28,97.66915
6,8,97.716698
6,8,97.765211
11,13,97.84421
6,8,97.892644
20,22,98.023906
9,11,98.090398
12,14,98.175114
6,8,98.223423
7,9,98.278339
21,23,98.417454
8,10,98.478882
13,15,98.570957
20,22,98.704263
13,15,98.79415
13,15,98.884096
16,18,98.991294
18,20,99.112405
25,27,99.274377
14,16,99.371494
8,10,99.433456
19,21,99.561566
9,11,99.629654
15,17,99.732788
12,14,99.817389
17,19,99.935046
11,13,100.014628
16,18,100.122662
11,13,100.20061
14,16,100.29635
7,9,100.350072
30,32,100.541234
8,10,100.601451
9,11,100.668468
10,12,100.739946
18,20,100.860776
8,10,100.921578
13,15,101.010189
20,22,101.141197
25,27,101.303823
8,10,101.364598
23,25,101.516523
7,9,101.570052
6,8,101.618429
24,26,101.773546
13,15,101.863449
10,12,101.935945
32,34,102.140237
15,17,102.241194
12,14,102.32553
7,9,102.380076
11,13,102.457433
10,12,102.530071
15,17,102.632356
22,24,102.776257
24,26,102.932387
12,14,103.015382
10,12,103.087557
12,14,103.172637
18,20,103.293507
8,10,103.353962
9,11,103.4207
12,14,103.507068
12,14,103.592823
10,12,103.666707
9,11,103.733699
12,14,103.818841
7,9,103.874191
7,9,103.9287
7,9,103.983565
11,13,104.062632
23,25,104.212467
15,17,104.314471
19,21,104.440173
15,17,104.541096
7,9,104.595236
7,9,104.64919
16,18,104.757385
11,13,104.835442
15,17,104.936696
8,10,104.996476
19,21,105.122442
6,8,105.170088
18,20,105.289933
16,18,105.3975
8,10,105.457985
16,18,105.565413
7,9,105.619084
10,12,105.690415
14,16,105.786309
23,25,105.936621
6,8,105.984944
6,8,106.035985
22,24,106.181478
27,29,106.35635
6,8,106.404166
9,11,106.470666
13,15,106.561544
7,9,106.615828
15,17,106.717204
19,21,106.841978
22,24,106.985584
12,14,107.068172
19,21,107.196549
14,16,107.292703
13,15,107.383583
12,14,107.468736
6,8,107.518881
36,38,107.749749
9,11,107.816412
18,20,107.938872
10,12,108.012599
10,12,108.089259
8,10,108.150274
24,26,108.31077
20,22,108.445587
11,13,108.522645
21,23,108.659184
6,8,108.706903
7,9,108.761177
9,11,108.827153
12,14,108.911119
7,9,108.964276
17,19,109.077778
12,14,109.161302
6,8,109.209427
14,16,109.304745
10,12,109.37608
7,9,109.430394
7,9,109.485035
10,12,109.556973
12,14,109.640032
11,13,109.718057
21,23,109.855072
29,31,110.039968
12,14,110.123298
6,8,110.17161
21,23,110.309055
11,13,110.387301
6,8,110.436196
6,8,110.484286
6,8,110.532132
18,20,110.651055
15,17,110.75282
14,16,110.847877
23,25,110.996631
8,10,111.055576
16,18,111.165238
7,9,111.219655
6,8,111.268033
7,9,111.322657
12,14,111.407159
17,19,111.525313
26,28,111.694639
13,15,111.786649
9,11,111.853618
9,11,111.920529
9,11,111.987239
14,16,112.084644
8,10,112.144523
21,23,112.282536
6,8,112.330213
6,8,112.378508
8,10,112.438265
7,9,112.49252
6,8,112.540335
31,33,112.737984
16,18,112.845723
12,14,112.929669
14,16,113.025889
25,27,113.187293
16,18,113.295749
19,21,113.422457
9,11,113.489306
16,18,113.59748
10,12,113.670555
9,11,113.737015
24,26,113.893362
7,9,113.947505
16,18,114.054359
12,14,114.138525
10,12,114.209658
43,45,114.477176
6,8,114.526462
6,8,114.574785
9,11,114.641369
12,14,114.725435
22,24,114.866195
9,11,114.932046
15,17,115.034508
30,32,115.226502
6,8,115.275175
12,14,115.359865
13,15,115.450762
7,9,115.506181
19,21,115.633737
7,9,115.688533
6,8,115.737387
8,10,115.798565
10,12,115.870616
10,12,115.943595
12,14,116.027112
6,8,116.076499
6,8,116.124401
12,14,116.209713
9,11,116.275471
16,18,116.381992
20,22,116.514462
7,9,116.568367
16,18,116.677767
18,20,116.797379
7,9,116.850907
8,10,116.909343
18,20,117.027519
8,10,117.087174
34,36,117.299292
9,11,117.364514
6,8,117.413037
8,10,117.472225
8,10,117.531416
11,13,117.60911
14,16,117.704054
13,15,117.793615
11,13,117.870447
11,13,117.947463
7,9,118.001518
17,19,118.115487
9,11,118.181229
20,22,118.312938
41,43,118.58574
8,10,118.646456
9,11,118.711495
30,32,118.904552
12,14,118.98989
10,12,119.062728
14,16,119.1601
19,21,119.288689
9,11,119.356906
9,11,119.423934
16,18,119.536698
11,13,119.616988
6,8,119.665724
36,38,119.899137
11,13,119.978701
17,19,120.094687
43,45,120.367173
7,9,120.422696
16,18,120.532618
6,8,120.581416
7,9,120.63587
11,13,120.714764
6,8,120.763559
10,12,120.836353
8,10,120.897297
8,10,120.957351
16,18,121.066234
11,13,121.144682
12,14,121.230274
8,10,121.291575
18,20,121.414124
12,14,121.499278
16,18,121.608275
11,13,121.686559
22,24,121.830528
10,12,121.903584
9,11,121.970476
18,20,122.091886
25,27,122.255354
21,23,122.395537
24,26,122.552559
22,24,122.696488
26,28,122.86539
28,30,123.044454
7,9,123.098446
8,10,123.160243
21,23,123.30105
8,10,123.362902
6,8,123.412554
15,17,123.516954
8,10,123.579834
17,19,123.697727
8,10,123.76073
15,17,123.865078
10,12,123.938632
8,10,124.000131
8,10,124.060758
