% time spent exploring,episodes,mean 100 episode reward,steps
82,13900,10.3,173541
82,14000,10.5,174788
82,14100,10.5,176036
82,14200,10.8,177317
82,14300,10.6,178573
82,14400,11.2,179895
82,14500,10.6,181158
82,14600,11.4,182501
81,14700,11.4,183845
81,14800,10.5,185095
81,14900,11.0,186391
81,15000,11.3,187722
81,15100,10.5,188975
81,15200,10.4,190220
81,15300,10.9,191514
81,15400,10.8,192799
80,15500,10.4,194040
80,15600,11.4,195385
80,15700,10.5,196637
80,15800,10.5,197891
80,15900,11.6,199254
80,16000,10.8,200529
80,16100,11.4,201873
80,16200,10.7,203139
79,16300,11.0,204437
79,16400,12.2,205860
79,16500,11.8,207239
79,16600,10.9,208528
79,16700,11.7,209899
79,16800,10.9,211191
79,16900,11.3,212521
79,17000,11.1,213829
78,17100,11.5,215180
78,17200,10.1,216390
78,17300,11.6,217752
78,17400,10.9,219039
78,17500,10.6,220300
78,17600,11.2,221615
78,17700,12.5,223063
78,17800,10.5,224315
77,17900,11.1,225622
77,18000,11.4,226959
77,18100,11.2,228283
77,18200,11.6,229647
77,18300,11.6,231003
77,18400,11.4,232345
77,18500,10.7,233616
76,18600,11.1,234925
76,18700,11.5,236273
76,18800,11.2,237598
76,18900,12.4,239039
76,19000,11.2,240363
76,19100,10.7,241636
76,19200,12.0,243034
76,19300,10.9,244320
75,19400,11.2,245642
75,19500,12.6,247097
75,19600,10.2,248321
75,19700,11.4,249664
75,19800,10.6,250925
75,19900,12.5,252378
75,20000,10.7,253650
75,20100,10.7,254923
74,20200,12.0,256323
74,20300,11.7,257695
74,20400,12.1,259101
74,20500,10.9,260390
74,20600,11.4,261732
74,20700,12.4,263174
74,20800,12.7,264643
73,20900,12.1,266054
73,21000,11.2,267372
73,21100,14.2,268992
73,21200,11.5,270344
73,21300,11.7,271716
73,21400,11.6,273073
73,21500,12.7,274544
72,21600,12.8,276024
72,21700,12.4,277460
72,21800,11.2,278782
72,21900,12.4,280221
72,22000,11.6,281577
72,22100,11.2,282893
72,22200,11.7,284264
72,22300,12.0,285668
71,22400,13.6,287233
71,22500,11.1,288544
71,22600,11.8,289925
71,22700,11.6,291290
71,22800,11.4,292632
71,22900,11.8,294016
71,23000,11.4,295357
70,23100,11.6,296712
70,23200,11.6,298075
70,23300,12.3,299508
70,23400,12.0,300908
70,23500,12.4,302347
70,23600,13.2,303871
70,23700,12.1,305282
69,23800,13.0,306786
69,23900,12.0,308181
69,24000,12.7,309653
69,24100,12.6,311110
69,24200,11.6,312473
69,24300,11.6,313834
69,24400,11.8,315216
68,24500,12.5,316668
68,24600,12.1,318081
68,24700,12.9,319569
68,24800,12.1,320983
68,24900,12.4,322421
68,25000,11.4,323764
68,25100,11.9,325155
67,25200,12.4,326600
67,25300,12.7,328074
67,25400,11.7,329443
67,25500,12.4,330880
67,25600,12.4,332319
67,25700,12.6,333782
67,25800,12.3,335208
67,25900,13.2,336725
66,26000,13.5,338276
66,26100,12.2,339692
66,26200,12.7,341166
66,26300,11.6,342531
66,26400,12.6,343989
66,26500,13.0,345484
66,26600,11.5,346830
65,26700,12.1,348239
65,26800,13.1,349751
65,26900,13.9,351337
65,27000,13.7,352905
65,27100,12.7,354374
65,27200,12.6,355837
64,27300,13.2,357361
64,27400,12.6,358818
64,27500,11.9,360207
64,27600,13.0,361705
64,27700,12.8,363184
64,27800,11.0,364484
64,27900,12.7,365958
63,28000,13.2,367482
63,28100,12.2,368903
63,28200,12.6,370363
63,28300,12.5,371814
63,28400,13.0,373313
63,28500,12.5,374767
63,28600,13.1,376276
62,28700,13.0,377773
62,28800,13.0,379268
62,28900,12.0,380666
62,29000,12.5,382120
62,29100,13.3,383652
62,29200,12.1,385066
62,29300,12.2,386490
61,29400,12.9,387981
61,29500,12.9,389475
61,29600,13.8,391054
61,29700,11.7,392423
61,29800,12.9,393917
61,29900,14.4,395559
61,30000,13.2,397083
60,30100,12.9,398572
60,30200,15.0,400271
60,30300,13.6,401833
60,30400,12.6,403296
60,30500,15.2,405014
60,30600,12.9,406505
60,30700,13.0,408006
59,30800,12.7,409478
59,30900,14.9,411172
59,31000,13.0,412670
59,31100,14.3,414303
59,31200,14.6,415960
59,31300,12.8,417436
58,31400,13.2,418958
58,31500,13.8,420540
58,31600,14.2,422159
58,31700,13.5,423708
58,31800,14.1,425315
58,31900,14.1,426921
58,32000,13.9,428511
57,32100,12.7,429981
57,32200,12.6,431446
57,32300,15.0,433146
57,32400,13.6,434707
57,32500,15.2,436427
57,32600,13.6,437985
56,32700,13.6,439543
56,32800,14.3,441176
56,32900,13.4,442715
56,33000,14.2,444335
56,33100,13.8,445917
56,33200,14.8,447593
55,33300,14.8,449278
55,33400,13.7,450844
55,33500,13.5,452393
55,33600,15.3,454120
55,33700,14.4,455763
55,33800,13.7,457336
55,33900,14.0,458935
54,34000,13.8,460516
54,34100,13.3,462044
54,34200,15.5,463795
54,34300,14.0,465394
54,34400,15.6,467157
54,34500,13.5,468708
53,34600,13.9,470301
53,34700,14.2,471919
53,34800,16.5,473765
53,34900,14.6,475422
53,35000,17.0,477323
53,35100,13.4,478859
52,35200,14.0,480459
52,35300,14.6,482124
52,35400,14.7,483793
52,35500,13.2,485318
52,35600,14.0,486922
52,35700,13.9,488513
51,35800,15.2,490238
51,35900,15.0,491935
51,36000,14.6,493596
51,36100,13.6,495156
51,36200,14.5,496806
51,36300,15.3,498532
50,36400,15.3,500264
50,36500,14.8,501940
50,36600,16.1,503750
50,36700,15.8,505528
50,36800,16.0,507323
50,36900,16.5,509176
49,37000,15.0,510880
49,37100,15.0,512583
49,37200,14.9,514275
49,37300,13.8,515853
49,37400,15.9,517645
49,37500,14.6,519304
48,37600,14.6,520961
48,37700,15.7,522731
48,37800,15.5,524479
48,37900,14.8,526160
48,38000,15.3,527893
48,38100,15.8,529673
47,38200,15.6,531438
47,38300,17.0,533335
47,38400,16.4,535174
47,38500,14.7,536841
47,38600,15.0,538540
47,38700,15.2,540263
46,38800,17.0,542158
46,38900,14.5,543806
46,39000,15.3,545539
46,39100,16.0,547343
46,39200,14.9,549037
46,39300,17.1,550944
45,39400,16.2,552768
45,39500,15.6,554530
45,39600,18.6,556587
45,39700,16.1,558395
45,39800,18.0,560395
44,39900,17.6,562355
44,40000,16.8,564237
44,40100,17.5,566190
44,40200,16.1,568000
44,40300,17.5,569946
43,40400,14.3,571575
43,40500,16.8,573456
43,40600,16.6,575313
43,40700,17.2,577230
43,40800,17.1,579140
43,40900,16.0,580944
42,41000,16.6,582803
42,41100,17.3,584732
42,41200,16.8,586614
42,41300,17.9,588601
42,41400,18.9,590694
41,41500,16.2,592519
41,41600,21.1,594826
41,41700,16.0,596630
41,41800,18.4,598668
41,41900,15.6,600428
40,42000,18.1,602440
40,42100,16.9,604330
40,42200,17.2,606248
40,42300,15.1,607956
40,42400,20.4,610197
40,42500,17.7,612167
39,42600,16.2,613987
39,42700,16.3,615818
39,42800,16.0,617618
39,42900,16.8,619499
39,43000,17.1,621406
38,43100,18.4,623449
38,43200,18.4,625486
38,43300,17.0,627391
38,43400,18.8,629476
38,43500,19.1,631586
37,43600,17.3,633520
37,43700,17.7,635487
37,43800,17.5,637441
37,43900,18.5,639488
37,44000,18.6,641543
36,44100,18.4,643587
36,44200,16.8,645469
36,44300,19.3,647596
36,44400,19.1,649708
36,44500,19.1,651815
35,44600,20.6,654079
35,44700,18.7,656151
35,44800,18.6,658212
35,44900,22.3,660644
34,45000,24.4,663281
34,45100,19.9,665472
34,45200,20.6,667729
34,45300,19.8,669912
34,45400,17.3,671846
33,45500,22.6,674302
33,45600,18.8,676387
33,45700,20.7,678656
33,45800,20.6,680911
33,45900,19.6,683071
32,46000,19.8,685254
32,46100,20.0,687452
32,46200,19.5,689604
32,46300,19.8,691788
32,46400,18.4,693828
31,46500,20.4,696071
31,46600,22.1,698479
31,46700,23.2,700997
31,46800,20.2,703220
30,46900,22.4,705662
30,47000,19.8,707840
30,47100,21.2,710156
30,47200,23.7,712725
29,47300,18.8,714802
29,47400,19.6,716966
29,47500,22.7,719436
29,47600,21.6,721798
29,47700,20.5,724048
28,47800,22.8,726531
28,47900,23.0,729028
28,48000,21.7,731398
28,48100,20.8,733676
27,48200,20.6,735936
27,48300,20.2,738156
27,48400,23.0,740654
27,48500,25.5,743407
26,48600,20.9,745700
26,48700,23.8,748280
26,48800,23.1,750786
26,48900,25.7,753552
25,49000,26.2,756367
25,49100,24.7,759039
25,49200,23.2,761558
25,49300,25.7,764324
24,49400,28.6,767382
24,49500,22.0,769785
24,49600,24.7,772457
24,49700,24.7,775126
23,49800,28.1,778132
23,49900,26.0,780930
23,50000,25.0,783627
22,50100,23.1,786138
22,50200,26.1,788952
22,50300,27.3,791880
22,50400,28.2,794898
21,50500,25.0,797598
21,50600,28.4,800635
21,50700,27.6,803596
20,50800,28.5,806648
20,50900,30.8,809924
20,51000,26.9,812816
20,51100,32.0,816213
19,51200,30.6,819469
19,51300,32.2,822886
19,51400,33.9,826478
18,51500,32.8,829954
18,51600,28.2,832971
18,51700,31.7,836340
17,51800,30.8,839617
17,51900,31.6,842978
17,52000,31.0,846276
16,52100,32.4,849719
16,52200,35.6,853478
16,52300,33.4,857023
15,52400,38.0,861021
15,52500,37.0,864926
14,52600,35.3,868659
14,52700,38.1,872667
14,52800,42.4,877103
13,52900,46.2,881921
13,53000,40.8,886198
12,53100,42.1,890604
12,53200,42.0,895003
11,53300,40.6,899261
11,53400,48.9,904353
10,53500,44.3,908985
10,53600,49.7,914159
9,53700,60.6,920417
9,53800,61.1,926729
8,53900,58.3,932756
7,54000,68.0,939759
7,54100,72.2,947178
6,54200,82.2,955598
5,54300,90.7,964865
4,54400,108.9,975956
2,54500,143.8,990539
2,54600,250.8,1015817
2,54700,296.0,1045622
2,54800,277.1,1073528
2,54900,268.6,1100583
2,55000,309.5,1131732
2,55100,276.7,1159601
2,55200,235.7,1183375
2,55300,261.9,1209769
2,55400,222.5,1232219
2,55500,246.2,1257034
2,55600,270.2,1284259
2,55700,254.4,1309901
2,55800,273.6,1337466
2,55900,289.7,1366638
2,56000,261.0,1392933
2,56100,283.3,1421466
2,56200,258.8,1447544
2,56300,240.0,1471744
2,56400,237.2,1495661
2,56500,237.4,1519601
2,56600,255.0,1545304
2,56700,248.0,1570301
2,56800,233.3,1593834
2,56900,253.2,1619350
2,57000,288.2,1648365
2,57100,294.6,1678024
2,57200,242.0,1702422
2,57300,293.2,1731937
2,57400,236.9,1755827
2,57500,285.5,1784576
2,57600,257.9,1810567
2,57700,235.9,1834354
2,57800,221.5,1856707
2,57900,245.1,1881415
2,58000,291.1,1910726
2,58100,252.9,1936213
2,58200,246.2,1961033
2,58300,258.3,1987065
2,58400,220.1,2009276
2,58500,252.2,2034701
2,58600,291.8,2064083
2,58700,243.8,2088662
2,58800,227.0,2111563
2,58900,271.3,2138896
2,59000,216.6,2160756
2,59100,248.5,2185802
2,59200,213.4,2207342
2,59300,275.8,2235122
2,59400,245.9,2259914
2,59500,242.1,2284322
2,59600,238.5,2308368
2,59700,278.3,2336396
2,59800,212.6,2357858
2,59900,237.4,2381797
2,60000,257.6,2407754
2,60100,248.0,2432751
2,60200,235.3,2456485
2,60300,231.0,2479780
2,60400,293.8,2509358
2,60500,212.9,2530848
2,60600,250.9,2556136
2,60700,283.1,2584650
2,60800,260.2,2610871
2,60900,212.2,2632296
2,61000,244.9,2656988
2,61100,247.3,2681917
2,61200,264.4,2708552
2,61300,290.2,2737775
2,61400,290.4,2767011
2,61500,307.1,2797922
2,61600,256.3,2823749
2,61700,254.2,2849369
2,61800,278.8,2877448
2,61900,260.0,2903651
2,62000,232.9,2927139
2,62100,245.0,2951834
2,62200,248.3,2976861
2,62300,210.8,2998142
2,62400,278.6,3026199
2,62500,247.5,3051145
2,62600,217.8,3073130
2,62700,274.9,3100818
2,62800,257.2,3126739
2,62900,262.5,3153191
2,63000,266.1,3180005
2,63100,214.8,3201680
2,63200,251.5,3227029
2,63300,231.0,3250327
2,63400,240.9,3274618
2,63500,219.0,3296723
2,63600,311.7,3328093
2,63700,230.4,3351337
2,63800,227.1,3374248
2,63900,216.3,3396082
2,64000,311.0,3427387
2,64100,259.0,3453492
2,64200,254.2,3479111
2,64300,260.8,3505393
2,64400,265.3,3532126
2,64500,249.5,3557272
2,64600,266.6,3584135
2,64700,257.2,3610054
2,64800,292.4,3639491
2,64900,308.2,3670509
2,65000,264.1,3697123
2,65100,286.0,3725918
2,65200,234.0,3749516
2,65300,262.6,3775971
2,65400,221.0,3798267
2,65500,308.6,3829324
2,65600,268.8,3856404
2,65700,250.2,3881620
2,65800,236.9,3905507
2,65900,229.9,3928697
2,66000,255.7,3954468
2,66100,283.5,3983021
2,66200,309.3,4014147
2,66300,266.7,4041018
2,66400,326.5,4073865
2,66500,284.9,4102553
2,66600,246.1,4127365
2,66700,203.0,4147862
2,66800,211.1,4169168
2,66900,270.0,4196367
2,67000,233.6,4219922
2,67100,270.4,4247167
2,67200,247.8,4272142
2,67300,247.1,4297049
2,67400,274.5,4324698
2,67500,275.1,4352410
2,67600,277.6,4380374
2,67700,269.4,4407513
2,67800,251.3,4432846
2,67900,265.0,4459544
2,68000,216.4,4481389
2,68100,239.4,4505527
2,68200,266.6,4532389
2,68300,254.4,4558024
2,68400,233.4,4581563
2,68500,267.9,4608549
2,68600,300.0,4638748
2,68700,292.2,4668171
2,68800,224.0,4690768
2,68900,250.9,4716060
2,69000,299.4,4746199
2,69100,224.6,4768857
2,69200,266.6,4795713
2,69300,257.5,4821663
2,69400,269.5,4848812
2,69500,293.4,4878357
2,69600,214.2,4899973
2,69700,269.9,4927159
2,69800,240.9,4951451
2,69900,222.3,4973885
2,70000,287.9,5002871
2,70100,277.8,5030854
2,70200,286.2,5059670
2,70300,223.2,5082193
2,70400,268.7,5109263
2,70500,277.8,5137240
2,70600,269.5,5164391
2,70700,251.6,5189752
2,70800,235.6,5213509
2,70900,248.7,5238583
2,71000,250.5,5263831
2,71100,212.6,5285293
2,71200,287.5,5314241
2,71300,211.6,5335599
2,71400,245.2,5360319
2,71500,221.3,5382650
2,71600,265.0,5409351
2,71700,232.9,5432840
2,71800,209.4,5453983
2,71900,274.0,5481579
2,72000,251.5,5506927
2,72100,224.1,5529541
2,72200,252.6,5555004
2,72300,214.2,5576620
2,72400,259.5,5602768
2,72500,224.8,5625448
2,72600,261.0,5651752
2,72700,259.7,5677921
2,72800,228.9,5701014
2,72900,271.6,5728374
2,73000,207.5,5749328
2,73100,257.6,5775283
2,73200,240.0,5799486
2,73300,257.2,5825407
2,73400,253.6,5850968
2,73500,245.3,5875700
2,73600,248.6,5900762
2,73700,231.5,5924109
2,73800,244.1,5948719
2,73900,268.4,5975759
2,74000,315.2,6007475
2,74100,237.2,6031393
2,74200,219.1,6053499
2,74300,264.8,6080182
2,74400,242.6,6104645
2,74500,264.7,6131316
2,74600,274.2,6158940
2,74700,280.2,6187158
2,74800,299.4,6217296
2,74900,281.0,6245595
2,75000,255.5,6271344
2,75100,220.0,6293544
2,75200,314.7,6325216
2,75300,255.4,6350955
2,75400,290.8,6380231
2,75500,270.4,6407472
2,75600,283.1,6435986
2,75700,237.6,6459950
2,75800,271.5,6487302
2,75900,217.6,6509257
2,76000,242.1,6533665
2,76100,275.9,6561452
2,76200,279.4,6589594
2,76300,310.9,6620888
2,76400,278.2,6648903
2,76500,260.2,6675123
2,76600,245.6,6699888
2,76700,302.1,6730299
2,76800,230.3,6753529
2,76900,246.4,6778366
2,77000,216.0,6800163
2,77100,266.0,6826967
2,77200,292.2,6856387
2,77300,288.0,6885387
2,77400,284.0,6913992
2,77500,211.9,6935382
2,77600,281.7,6963748
2,77700,233.8,6987331
2,77800,255.0,7013031
2,77900,271.9,7040425
2,78000,245.2,7065141
2,78100,252.1,7090547
2,78200,229.5,7113694
2,78300,241.6,7138049
2,78400,199.5,7158198
2,78500,231.9,7181591
2,78600,246.7,7206463
2,78700,259.5,7232617
2,78800,241.6,7256982
2,78900,192.0,7276379
2,79000,307.8,7307357
2,79100,266.8,7334241
2,79200,253.7,7359809
2,79300,199.4,7379949
2,79400,256.3,7405777
2,79500,257.5,7431731
2,79600,282.6,7460195
2,79700,243.6,7484759
2,79800,199.2,7504882
2,79900,242.2,7529298
2,80000,282.7,7557766
2,80100,258.1,7583779
2,80200,266.5,7610631
2,80300,297.7,7640605
2,80400,266.5,7667457
2,80500,240.4,7691695
2,80600,250.2,7716911
2,80700,295.1,7746617
2,80800,246.3,7771450
2,80900,231.3,7794777
2,81000,220.8,7817059
2,81100,298.2,7847076
2,81200,270.1,7874289
2,81300,232.0,7897693
2,81400,210.5,7918940
2,81500,282.8,7947415
2,81600,234.3,7971041
2,81700,225.1,7993753
2,81800,272.1,8021165
2,81900,237.8,8045143
2,82000,243.4,8069688
2,82100,214.5,8091341
2,82200,285.1,8120050
2,82300,295.8,8149832
2,82400,281.6,8178191
2,82500,276.2,8206013
2,82600,283.9,8234602
2,82700,235.4,8258346
2,82800,271.8,8285725
2,82900,242.6,8310180
2,83000,205.0,8330876
2,83100,250.9,8356170
2,83200,223.7,8378744
2,83300,242.5,8403191
2,83400,302.4,8433629
2,83500,280.4,8461865
2,83600,268.7,8488939
2,83700,303.4,8519479
2,83800,290.8,8548756
2,83900,274.7,8576424
2,84000,224.6,8599086
2,84100,234.0,8622684
2,84200,247.2,8647602
2,84300,284.2,8676221
2,84400,255.8,8702006
2,84500,231.9,8725393
2,84600,301.8,8755769
2,84700,254.8,8781453
2,84800,264.2,8808073
2,84900,305.4,8838815
2,85000,257.7,8864785
2,85100,254.0,8890389
2,85200,279.9,8918580
2,85300,237.7,8942550
2,85400,221.9,8964936
2,85500,287.4,8993872
2,85600,250.9,9019166
2,85700,307.6,9050127
2,85800,210.7,9071398
2,85900,212.9,9092889
2,86000,273.1,9120397
2,86100,278.0,9148398
2,86200,210.6,9169660
2,86300,254.9,9195349
2,86400,249.6,9220506
2,86500,244.0,9245102
2,86600,263.7,9271669
2,86700,280.7,9299935
2,86800,271.0,9327238
2,86900,240.5,9351485
2,87000,243.4,9376020
2,87100,253.3,9401548
2,87200,284.9,9430242
2,87300,227.8,9453221
2,87400,261.2,9479537
2,87500,228.0,9502542
2,87600,294.7,9532213
2,87700,270.4,9559448
2,87800,249.3,9584575
2,87900,263.7,9611142
2,88000,230.2,9634359
2,88100,227.2,9657277
2,88200,282.1,9685691
2,88300,187.2,9704615
2,88400,235.3,9728348
2,88500,239.7,9752516
2,88600,268.5,9779565
2,88700,232.3,9802997
2,88800,290.4,9832237
2,88900,247.3,9857170
2,89000,285.3,9885901
2,89100,242.2,9910321
2,89200,223.5,9932867
2,89300,250.9,9958157
2,89400,272.2,9985577
