# {"t_start": 1558065493.067262, "env_id": "DeepCars-v0"} 
r,l,t
12,14,15.25218
7,9,15.296
15,17,15.387908
10,12,15.450264
8,10,15.514464
11,13,15.586888
7,9,15.633089
14,16,15.709468
11,13,15.786896
7,9,15.844107
8,10,15.907768
7,9,15.956648
15,17,16.046901
7,9,16.097974
7,9,16.142291
6,8,16.17995
7,9,16.223049
10,12,16.280781
8,10,16.329432
6,8,16.37551
8,10,16.429527
8,10,16.478339
7,9,16.522505
14,16,16.602871
9,11,16.659136
6,8,16.710615
8,10,16.772722
7,9,16.827854
8,10,16.888286
6,8,16.94029
11,13,17.019785
6,8,17.071655
8,10,17.114229
13,15,17.197746
29,31,17.353293
8,10,17.412934
14,16,17.511156
8,10,17.571846
12,14,17.650262
9,11,17.720319
6,8,17.769092
7,9,17.819252
8,10,17.874777
15,17,17.980621
13,15,18.073882
7,9,18.11935
